Title,Deity,Level,Tempo,Language,Raga
Rama Krishna Sai Ram Ai no Melody,sarva dharma,simple,medium,japanese,minor (~ natabhairavi)
Rama Krishna Tum Ho Jaya Ram Jaya Ram,sarva dharma,simple,medium,sanskrit / hindi,~ natabhairavi
Rama Rama Raghu Ram Shyam Shyam Ghana Shyam,sarva dharma,,,sanskrit / hindi,bageshri
Rama Rama Rama Sai Rama Namo,sarva dharma,simple,medium fast,sanskrit / hindi,~ shuddha dhanyasi
Renge no Miashi ni Sasage yo Ai no Kokoro Sai Ram,sarva dharma,advanced,medium fast,japanese,minor (natabhairavi)
Sadguru Sai Ram Jai Bolo Sadguru Sai Ram,"guru, sarva dharma",intermediate,medium fast,sanskrit / hindi,karaharapriya / kafi
Sai Baba Bolo Sathya Sai Baba Bolo,sarva dharma,advanced,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Sai Baba Sai Baba Sathya Sai Avatar of the Lord,sarva dharma,simple,medium,english,major (shankarabharanam / bilawal)
Sai Baba Tera Naam Sathya Sai Baba Tera Naam,sarva dharma,advanced,medium slow,sanskrit / hindi,shekara chandrika / gujari todi
Sai Deva Sathya Swaroopa Tum Ho Merey Baba,sarva dharma,advanced,medium slow,sanskrit / hindi,gavati
Sai Hamara Hum Sai Ke Aisa Prem Hamara,sarva dharma,simple,medium fast,sanskrit / hindi,natabhairavi
Sai Harey Sai Baba Harey Sarva Dharma Priya Sai Harey,sarva dharma,,,sanskrit / hindi,
Sai Naam Bolo Govinda Naam Bolo,sarva dharma,intermediate,fast,sanskrit / hindi,~ charukeshi
Sai Naam Bolo Sathya Sai Naam Bolo,sarva dharma,simple,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Sai Natha Bhagawan Sai Natha Bhagawan,sarva dharma,intermediate,fast,sanskrit / hindi,jaunpuri
Sai Ram Jaya Sai Ram Shirdi Pureeshwara Ram,sarva dharma,intermediate,medium slow,sanskrit / hindi,yaman kalyan
Sai Ram Radhey Shyam Jai Jai Sai Ram (3),"krishna, sarva dharma",advanced,medium fast,sanskrit / hindi,~ sindhu bhairavi / bhairavi
Sai Ram Sai Ram,sarva dharma,simple,medium fast,sanskrit / hindi,natabhairavi
Sai Ram Sai Ram Sai Ram Bhajo,"guru, sarva dharma",intermediate,medium,sanskrit / hindi,natabhairavi
Sai Rama Om Sai Krishna Sai Shiva Buddha Sai Baba Om,sarva dharma,advanced,medium,sanskrit / hindi,minor (natabhairavi)
Salaam Valekum Salaam Valekum Salaam Valekum Salaam,sarva dharma,simple,medium,sanskrit / hindi,vakulabharanam / basant mukhari
Sarva Dharma Priya Deva,sarva dharma,intermediate,medium fast,sanskrit / hindi,mohanam / bhoop
Sarva Dharma Priya Sai Deva,sarva dharma,intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Sarva Dharma Priya Sai Deva,sarva dharma,,,sanskrit / hindi,bihag
Sarva Dharma Swaroopa Sai,sarva dharma,simple,medium fast,sanskrit / hindi,natabhairavi
Sathya Dharma Shanthi Prema Swaroopa Prashanthi Nilaya Deva,sarva dharma,intermediate,medium fast,sanskrit / hindi,~ darbari
Sathya Sai Baba  (8x),"sai, sarva dharma",simple,medium fast,english,minor (natabhairavi)
Shirdi Sai Dwarakamayi Prashanthi Vasi Sai Ram,sarva dharma,intermediate,medium,sanskrit / hindi,darbari
"Sing the name of the Lord Sai Rama, Sai Rama, Sai Rama",sarva dharma,simple,medium fast,english,major (shankarabharanam / bilawal)
Sri Guru Parthi Vasa,"sarva dharma, guru",advanced,medium slow,sanskrit / hindi,brindavan sarang
Sri Sathya Sai our heavenly host,sarva dharma,simple,medium fast,english,minor (natabhairavi)
The Lord unites our many faiths,sarva dharma,intermediate,medium fast,english,major (mohanam / bhoop)
The Name Of God Is Flowing Within Me,"sai, sarva dharma",intermediate,medium fast,english,~ major (harikamboji)
 The star is shining so bright,"jesus, sarva dharma",simple,fast,english,major (shankarabharanam / bilawal)
There are many races in this land; in different halls we pray,sarva dharma,simple,medium fast,english,~ major (harikamboji)
"Tu Eres Ram, Tu Eres Shyam, To Lo Eres Todo, Oh Mi Señor",sarva dharma,,,spanish,
Tum Bin Pran Nahin O Sai Merey,sarva dharma,advanced,slow,sanskrit / hindi,~ shubha pantuvarali / miyan ki todi
Tum Ho Allah Tum Ho Maulah,"sarva dharma, guru",,,sanskrit / hindi,
Tum Ho Merey Bhagawan O Sai,sarva dharma,,,sanskrit / hindi,~ bageshri
Tum Ho Shyam Ram Rahim (Baba),sarva dharma,intermediate,slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
"Un Solo Dios Eres Tu, Eres Tu Mi Senor",sarva dharma,simple,medium,spanish,major (shankarabharanam / bilawal)
"Yasni svet garit v’dushe,","sai, sarva dharma",simple,fast,russian,minor (natabhairavi)
Yesu Masiha Sarva Loka Nayaka,sarva dharma,advanced,,sanskrit / hindi,shankarabharanam / bilawal
"Your heart sings to me, (2)","sai, sarva dharma",simple,slow,english,harmonic minor
Yug Yug Ke Avatar Tum Hi Ho,sarva dharma,advanced,medium fast,sanskrit / hindi,kalyani / yaman
Yuga Yuga Ke Avatara Sai Rama Sai Krishna Sai Baba,sarva dharma,intermediate,medium,sanskrit / hindi,~ natabhairavi
Abhayankara Sai Shiva,shiva,intermediate,medium,sanskrit / hindi,abheri / bhimpalas
Adi Shesha Anantha Shayana,"rama, krishna, shiva",intermediate,medium fast,sanskrit / hindi,shuddha dhanyasi
Agarva Sarva Mangala Om Namah Shivaya,shiva,advanced,,sanskrit / hindi,abheri / bhimpalas
Aho Madhura Aho Madhura Atmaka Lingam,shiva,,,sanskrit / hindi,mohanam / bhoop
Alakh Niranjana Bhava Bhaya Bhanjana Nithya Niranjana Bhola,shiva,intermediate,medium fast,sanskrit / hindi,~ natabhairavi
Amba Sahita Samba Sadashiva,shiva,intermediate,medium,sanskrit / hindi,abheri / bhimpalas
Arunachala Shiva,shiva,intermediate,medium fast,sanskrit / hindi,keeravani
"Arunachala Shiva, Arunachala Shiva, Arunachala Shiva, Aruna Shiva",shiva,advanced,slow,sanskrit / hindi,jog
"Ashi no Suzu no Ne wo, Takaraka ni Narashi Mai Odore (Om)",shiva,intermediate,medium fast,japanese,minor (hindolam / malkauns)
Atma Lingam Bhajorey Ati Adbhuta Lingam Bhajorey,shiva,simple,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
Bhaja Moha Priya Sudha Parama Pavitra Parthi Pureesha,shiva,simple,medium,sanskrit / hindi,mohanam / bhoop
Bhasma Bhooshitanga Sai Chandrashekara,shiva,advanced,medium fast,sanskrit / hindi,revathi / bhairagi bhairav
Bhasma Vibhushitha Bhavani Shankara,shiva,intermediate,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Bhasmabhisheka Maheshwara,shiva,,,sanskrit / hindi,hindolam / malkauns
Bhava Bhayankara Girija Shankara,shiva,,,sanskrit / hindi,brindavan sarang
Bhava Nasha Puttaparthi Pureesha,shiva,advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Bhola Bhandari Baba Shiva Shiva Shiva Sai Baba,shiva,intermediate,medium fast,sanskrit / hindi,mayamalavagowla / bhairav
Bhola Nath Harey Jagadeesha,shiva,intermediate,medium,sanskrit / hindi,natabhairavi
Bhola Nath Shambho Shankara,shiva,intermediate,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
Bhola Shankara Bhola ( Hara ),shiva,advanced,medium slow,sanskrit / hindi,hamsadhwani
1. Tridalam Trigunaakaaram,shiva,intermediate,medium,sanskrit / hindi,~ revathi / bhairagi bhairav
Bolo Bolo Sab Mil Bolo Om Namah Shivaya,shiva,intermediate,fast,sanskrit / hindi,natabhairavi
Bolo Rey Hari Naam,shiva,,,sanskrit / hindi,chakravakam / ahir bhairav
Brahma Murari Sada Poojita Namah Shivaya Namah Shivaya,shiva,intermediate,medium,sanskrit / hindi,vakulabharanam / basant mukhari
Brahma Parathpara Poorna Maheshwara,shiva,advanced,,sanskrit / hindi,shivaranjani
Brahma Vishnu Maheshwara,"sai, shiva",,,sanskrit / hindi,
Brahma Vishnu Maheshwara Sayeeshwara (Hey),shiva,intermediate,medium fast,sanskrit / hindi,pilu
Brindavan Mey Radhey Shyam,"rama, krishna, shiva",advanced,medium slow,sanskrit / hindi,mishra keeravani
Chandra Chooda Mahadeva Shiva Shiva Shambho Deva,shiva,,,sanskrit / hindi,
Chandrakala Dhara Samba Sadashiva,shiva,advanced,medium fast,sanskrit / hindi,mohanam / bhoop
Chandrakala Dhara Shambho Deva,shiva,advanced,slow,sanskrit / hindi,mishra shekara chandrika / gujari todi
Chandramouli Shankara Chandrashekhara,shiva,,,sanskrit / hindi,
Chandrashekara Indushekara,shiva,advanced,,sanskrit / hindi,natabhairavi
Chandrashekara Sai Sundara,shiva,advanced,,sanskrit / hindi,pantuvarali / puriya dhanashri
Chandrashekara Sayeeshwara,shiva,advanced,medium slow,sanskrit / hindi,shivaranjani
Chandrashekaraya Namah Om,shiva,advanced,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Dama Dama Dama Dama Damaru Baajey,shiva,advanced,medium slow,sanskrit / hindi,~ darbari
Dama Dama Dama Dama Damaru Bhajey,shiva,intermediate,,sanskrit / hindi,pahadi
Dama Dama Damaru Bajaavey Shankara,shiva,advanced,fast,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Dama Dama Damaru Damaru Natha Shiva,shiva,advanced,medium slow,sanskrit / hindi,mayamalavagowla / bhairav
Dance Shiva Dance In Our Hearts (2),shiva,simple,medium fast,english,~ major (shankarabharanam / bilawal)
Daya Karo Bhagawan Shankara Daya Karo Bhagawan,shiva,intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Daya Karo Shiva Gangadhari,shiva,intermediate,medium slow,sanskrit / hindi,hindolam / malkauns
Dayamaya Hey Maheshwara,shiva,advanced,medium,sanskrit / hindi,hindolam / malkauns
Deena Natha Shankara,shiva,advanced,medium slow,sanskrit / hindi,tilang
Deva Deva Giri Deva Dalarchita,shiva,advanced,,sanskrit / hindi,malayamarutham
Deva Deva Mahadeva Sai Shankara,shiva,intermediate,medium,sanskrit / hindi,pantuvarali / puriya dhanashri
Dhim Dhim Dhimi Dhimi Natana Shiva,shiva,intermediate,medium fast,sanskrit / hindi,tilang
Dhimitha Dhimitha Dhim Dhimitha Dhimitha Dhim Nachey Bhola Nath,shiva,intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Dhin Dhin Thaka Thaka Dhin Dhin Na Baajey Damaru,shiva,simple,medium fast,sanskrit / hindi,~ natabhairavi
Dum Dum Dum Dum Damaru Bajey,shiva,simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Dum Dum Dum Dum Genki Yoku,shiva,simple,fast,japanese,major (shankarabharanam / bilawal)
Emmai Alum Eraivanava Va Va ,shiva,,,tamil,
Eshwari Tanaya Esha Mahesha,shiva,intermediate,,sanskrit / hindi,desh
Ganga Jatadhara Gowri Mahesha,shiva,,,sanskrit / hindi,
Ganga Jatadhara Gowri Shankara Girija Mano Ramana,shiva,simple,medium fast,sanskrit / hindi,pilu
Gangadhara Girija Ramana,shiva,,,sanskrit / hindi,shankarabharanam / bilawal
Gangadhara Gowri Mahesha,shiva,intermediate,fast,sanskrit / hindi,keeravani
Gangadhara Hara Gangadhara Hara Kailasa Natha Prabhu Shankara,shiva,simple,medium,sanskrit / hindi,gowri manohari / patdeep
Gangadhara Hara Gowri Shiva,shiva,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Gangadhara Hara Gowri Shiva,shiva,intermediate,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Gangadhara Hara Samba Sadashiva,shiva,intermediate,medium,sanskrit / hindi,chakravakam / ahir bhairav
Gangadhara Hara Shiva Shambho,shiva,intermediate,medium,sanskrit / hindi,mishra shivaranjani
Gangadhara Paahi Maam,"guru, shiva",,,sanskrit / hindi,
Gangotri Natha Ganga Shiva,shiva,intermediate,medium,sanskrit / hindi,shivaranjani
Ghana Ghana Neela Om Shivaya,shiva,advanced,medium,sanskrit / hindi,~ jog
Ghanana Ghanana Ghanta Baajey Payaliya,shiva,intermediate,medium fast,sanskrit / hindi,kapi
Giridhara Gopala Gopala,"krishna, shiva",intermediate,medium fast,sanskrit / hindi,yaman kalyan
Gowri Manohara Hey Nataraja,shiva,intermediate,medium slow,sanskrit / hindi,gowri manohari / patdeep
Gowri Nathaya Vishwanathaya,shiva,advanced,slow,sanskrit / hindi,janasammohini
Gowri Shankara Parvathi Shankara,shiva,,,sanskrit / hindi,
Gowri Shankara Uma Vara,shiva,,,sanskrit / hindi,hindolam / malkauns
Gowri Vara Gangadhara,shiva,intermediate,medium,sanskrit / hindi,mishra hindolam / malkauns
"Hara Bhola Natha Uma Pathey, Shambho Shankara Pashupathey",shiva,simple,medium fast,sanskrit / hindi,~ harikamboji
Hara Gowri Nath Shiva Shankara,shiva,intermediate,medium fast,sanskrit / hindi,bowli
Hara Hara Gangey Hara Hara Gangey,shiva,intermediate,medium fast,sanskrit / hindi,~ natabhairavi
Hara Hara Hara Hara Mahadeva,shiva,intermediate,slow,sanskrit / hindi,keeravani
Hara Hara Hara Hara Namami Shankara Bhaja Mana Sai Ram,shiva,intermediate,fast,sanskrit / hindi,mohanam / bhoop
Hara Hara Hara Hara Samba Shiva,shiva,intermediate,medium,sanskrit / hindi,mohanam / bhoop
Hara Hara Hara Shambho Shambho,shiva,intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Hara Hara Mahadeva Sayeeshwara,"shiva, sai",,,sanskrit / hindi,
Hara Hara Shambho Karuna Sindho,shiva,intermediate,medium,sanskrit / hindi,mayamalavagowla / bhairav
Hara Hara Shankara Namami Shankara,shiva,,,sanskrit / hindi,shankara
Hara Hara Shankara Samba Sadashiva Esha Mahesha,shiva,advanced,slow,sanskrit / hindi,~ darbari
Hara Hara Shankara Shiva Shiva Shankara Bham Bham Bholey Nath,shiva,simple,medium fast,sanskrit / hindi,charukeshi
Hara Hara Shiva Shiva Ambalavana,shiva,advanced,medium slow,tamil,bageshri
Hara Shiva Shankara Bholey Nath Shirdi Pureeshwara Sai Nath,shiva,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Hara Shiva Shankara Shashankha Shekara Hara Bham Hara Bham Bham Bham Bolo,shiva,simple,fast,sanskrit / hindi,mohanam / bhoop
Hara Trishoola Dhari Hey Tripurari Gangadhari Namah Shivaya (2),shiva,simple,fast,sanskrit / hindi,major (shankarabharanam / bilawal)
Hari Guru Brahma Vishnu Maheshwara,"guru, shiva",,,sanskrit / hindi,
Hari Hari Om Shiva Shankara Om,"krishna, shiva, narayana",simple,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
Hari Om Hari Om Hari Om Namah Shivaya,shiva,,,sanskrit / hindi,light music tune
Hari Om Hari Om Namah Shivaya ,shiva,advanced,fast,sanskrit / hindi,madhuvanti
Hari Om Namah Shivaya,shiva,simple,medium fast,sanskrit / hindi,natabhairavi
Hari Om Namah Shivaya (2),shiva,advanced,slow,sanskrit / hindi,hindolam / malkauns
Hari Om Namah Shivaya Sai Om Namah Shivaya,shiva,intermediate,fast,sanskrit / hindi,hamir kalyani / kedar
Hari Om Narayana Sathya Narayana,"narayana, shiva",,,sanskrit / hindi,lalit
Hari Om Tat Sath Namah Shivaya,shiva,intermediate,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
He Nataraja Shivaraja,shiva,,,sanskrit / hindi,
Hey Girija Pathi Bhavani Shankara,shiva,,,sanskrit / hindi,
Hey Gowri Natha Shiva Shankara,shiva,simple,medium fast,sanskrit / hindi,
Hey Indushekara Raja Shiva Raja Shankara,shiva,simple,medium,sanskrit / hindi,keeravani
Hey Nataraja Hey Nataraja,shiva,,,sanskrit / hindi,madhyamavati / madhmad sarang
Hey Parameshwara Deena Dayalu Daya Sindhu Sayeesha Krupalu (3),shiva,,,sanskrit / hindi,mayamalavagowla / bhairav
Hey Shiva Shankara Namami Shankara Shiva Shankara Shambho,shiva,simple,medium fast,sanskrit / hindi,~ harikamboji
Hey Shiva Shankara Nataraja,shiva,,,sanskrit / hindi,vakulabharanam / basant mukhari
Hey Shiva Shankara Shambho Hey Tripurari,shiva,,,sanskrit / hindi,harikamboji
Hey Vishwanath Hey Gowri Nath Hey Sai Nath Bhagawan,shiva,advanced,slow,sanskrit / hindi,pantuvarali / puriya dhanashri
"Hum Sab Boley&nbsp;Namah Shivaya&nbsp;Hara Hara Hara Hara Mahadeva, Hara Hara Hara Hara Mahadeva",shiva,intermediate,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Induvadanadhara Indradri Priyakara,shiva,,,sanskrit / hindi,kapi
Jagadeesha Harey Shiva Shambho,shiva,,,sanskrit / hindi,tilang
Jagadeesha Harey Shiva Shambho,shiva,intermediate,medium,sanskrit / hindi,~ keeravani
Jagadeeshwara Paahi Parameshwara Shiva Gangadhari,shiva,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Jago Jago Jago Shankara,shiva,intermediate,medium fast,sanskrit / hindi,mishra shivaranjani
Jai Jai Jai Vijayee Bhava,shiva,,,sanskrit / hindi,hindolam / malkauns
Jai Jai Shiva Shambho Jai Jai Shiva Shambho,shiva,intermediate,medium fast,sanskrit / hindi,"natabhairavi, keeravani"
Jaya Gowri Vara Sugunalaya,shiva,,,sanskrit / hindi,valaji / kalavati
Jaya Hey Shankara Jaya Hey,shiva,,,sanskrit / hindi,tilang
Jaya Ho Jaya Ho Lingeshwara,shiva,simple,fast,sanskrit / hindi,pahadi
Jaya Ho Nataraj (2),shiva,advanced,medium fast,sanskrit / hindi,mayamalavagowla / bhairav
Jaya Jagadeesha Harey Jaya Govinda Harey,shiva,advanced,medium slow,sanskrit / hindi,mohanam / bhoop
Jaya Jagadeesha Harey Prabhuvara,shiva,intermediate,medium,sanskrit / hindi,hindolam / malkauns
Jaya Jagadeesha Jaya Paramesha,shiva,advanced,medium fast,sanskrit / hindi,brindavan sarang
Jaya Jagadeeshwara Paahi Maam Dehi Maam,shiva,advanced,,sanskrit / hindi,mohanam / bhoop
Jaya Jaya Gangadhara Shankara,shiva,advanced,,sanskrit / hindi,mohanam / bhoop
Jaya Jaya Hey Jagadeesha Mahesha,shiva,advanced,medium slow,sanskrit / hindi,darbari
Jaya Jaya Sadguru Sai Sadashiva,"guru, shiva",intermediate,medium slow,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Jaya Jaya Sai Mahesha,shiva,intermediate,medium fast,sanskrit / hindi,asavari todi
Jaya Jaya Shankara Hara Hara Shankara,shiva,intermediate,medium fast,sanskrit / hindi,tilang
Jaya Jaya Shankara Jaya Abhayankara,shiva,,,sanskrit / hindi,shankara
Jaya Jaya Shankara Samba Shiva,shiva,intermediate,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Jaya Kailasa Pathey Shiva Shankara,shiva,advanced,medium slow,sanskrit / hindi,keeravani
Jaya Partheesha Jaya Paramesha,shiva,intermediate,slow,sanskrit / hindi,mohanam / bhoop
Jaya Sai Shankara Jaya Abhayankara,shiva,intermediate,medium,sanskrit / hindi,~ hindolam / malkauns
Jaya Shankara Bhaava Gochara Shiva Chidambara Omkara,shiva,advanced,slow,sanskrit / hindi,mohanam / bhoop
Jaya Shiva Shankara Kailasa Vasi,"rama, krishna, shiva",,,sanskrit / hindi,hamir kalyani / kedar
Jayatu Shiva Natana Shiva,shiva,intermediate,medium,sanskrit / hindi,hamsadhwani
Jayatu Shiva Shiva Janaki Rama,"rama, krishna, shiva",,,sanskrit / hindi,kalyani / yaman
Joota Jatadhara Gangadhari,shiva,simple,medium fast,sanskrit / hindi,mohanam / bhoop
Kaalatheethaya Siddhi Roopaya Yogeshwaraya Namo,shiva,advanced,fast,sanskrit / hindi,mohanam / bhoop
Kailasa Pathey Bhagawan Shankara,"rama, krishna, shiva",advanced,medium slow,sanskrit / hindi,chakravakam / ahir bhairav
Kailasa Pathey Karuna Nidhey,shiva,advanced,medium,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Kailasa Pathey Mahadeva Shambho,shiva,advanced,medium fast,sanskrit / hindi,mayamalavagowla / bhairav
Kailasa Pathey Sai Karuna Nidhey,shiva,advanced,medium slow,sanskrit / hindi,darbari
Kailasa Vasa Gangadhara,shiva,advanced,medium fast,sanskrit / hindi,shuddha dhanyasi
Kailasa Vasa Shiva Shankara,shiva,,,sanskrit / hindi,
Kanaka Sabesha Kailasa Shiva,shiva,,,sanskrit / hindi,darbari
Karuna Sindho Shiva Shambho,shiva,,,sanskrit / hindi,keeravani
Kashi Pathey Varanasi Pathey,shiva,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Leela Manusha Vesha ( Sai ),"sai, shiva",,,sanskrit / hindi,
1. Brahma Muraari Suraarchita Lingam,shiva,intermediate,medium,sanskrit / hindi,mishra shivaranjani
Lingodhbhavakara Lingeshwara,shiva,simple,medium,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Lingodhbhavakara Sai Shivom (2),shiva,,,sanskrit / hindi,
Madhuvana Murali Guna Gao,"rama, krishna, shiva",advanced,medium slow,sanskrit / hindi,hamir kalyani / kedar
Mahadeva Shiva Shambho Shankara,shiva,advanced,medium,sanskrit / hindi,bageshri
Mandara Mala Dhara Jaya Gowri Shankara,shiva,intermediate,medium fast,sanskrit / hindi,abheri / bhimpalas
Mandasmitha Mukha Madhura Bhashana Mahadeva Shambho,shiva,,,sanskrit / hindi,
Mruthyunjayaya Namah Om,shiva,intermediate,fast,sanskrit / hindi,hamsanandi / sohini
Naada Brahma Sayeeshwara,shiva,intermediate,medium,sanskrit / hindi,"hindolam / malkauns, surya"
Naada Lola Sathya Sai Harey,shiva,,,sanskrit / hindi,shankarabharanam / bilawal
Naada Swaroopa Namah Shivaya,shiva,,,sanskrit / hindi,mohanam / bhoop
Nacho Hey Nataraj Shiva Shambho,shiva,intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Nacho Nacho Hey Nataraj,shiva,advanced,medium slow,sanskrit / hindi,hamsanandi / sohini
Nacho Nataraja Shiva Raja Shambho ,shiva,intermediate,fast,sanskrit / hindi,keeravani
Nagabharana Hey Nataraja,shiva,,,sanskrit / hindi,chakravakam / ahir bhairav
Namah Om Namah Om Hari Om Hara Om,shiva,,,sanskrit / hindi,
Namah Parvathi Pathayey Hara Hara,shiva,intermediate,fast,sanskrit / hindi,mohanam / bhoop
Namah Shivaya Namah Shivaya,shiva,advanced,slow,sanskrit / hindi,vakulabharanam / basant mukhari
Namah Shivaya Namah Shivaya,shiva,,,sanskrit / hindi,revathi / bhairagi bhairav
Namami Shankara Bhavani Shankara,shiva,intermediate,medium fast,sanskrit / hindi,~ mohanam / bhoop
Namami Shiva Lingam Smarami Shiva Lingam,shiva,,,sanskrit / hindi,mohanam / bhoop
Namo Deenanathaya Namah Om,shiva,,,sanskrit / hindi,
Namo Mahadeva Samba Sadashiva Om,shiva,,,sanskrit / hindi,light music tune
Namo Namo Nataraja Namo Hara Jata Jootadhara Shambho,shiva,advanced,medium fast,sanskrit / hindi,tilang
Namo Namo Shankara Samba Sadashiva,shiva,,,sanskrit / hindi,valaji / kalavati
Nandeeshwara Hey Nataraja,shiva,intermediate,slow,sanskrit / hindi,pantuvarali / puriya dhanashri
Nandeeshwara Om Namah Shivaya,shiva,,,sanskrit / hindi,gowri manohari / patdeep
Nandi Vahana Nataraja Harey,shiva,intermediate,slow,sanskrit / hindi,mayamalavagowla / bhairav
Nandi Vahana Nataraja Namo,shiva,advanced,medium fast,sanskrit / hindi,khamaj
Narayana Hari Narayana Hari Narayana Veda Parayana,"narayana, shiva",simple,fast,sanskrit / hindi,hamsadhwani
Natana Kaladhara Natana Manohara,shiva,,,sanskrit / hindi,shankara
Nataraja Hey Tripurari,shiva,advanced,slow,sanskrit / hindi,chakravakam / ahir bhairav
Nataraja Lord of the dance shining before us Lord divine,shiva,simple,medium,english,minor (~ natabhairavi)
Nataraja Namami Shankara,shiva,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
Nataraja Nataraja Narthana Sundara Nataraja,shiva,simple,medium fast,sanskrit / hindi,mishra shivaranjani
Nataraja Nataraja Natana Shekara Raja,shiva,intermediate,medium fast,sanskrit / hindi,natabhairavi
Nataraja Nataraja Natana Sundara Nataraja,shiva,,,sanskrit / hindi,
Nataraja Nataraja Om Namah Shivaya Nataraja,shiva,intermediate,medium,japanese,minor (natabhairavi)
Neelakanta Gangadhara Hara Uma Pathey,shiva,intermediate,medium fast,sanskrit / hindi,desh
Neelakanta Mahadeva Gowri Vandana,shiva,simple,medium fast,sanskrit / hindi,kalyani / yaman
Neelakanteshwara Sada Shivom,shiva,intermediate,medium slow,sanskrit / hindi,sindhu bhairavi / bhairavi
Om Hara Hara Hara Hara Uma Maheshwara,shiva,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Om Hari Om Sai Shankara Om,"sai, shiva",advanced,medium,sanskrit / hindi,chakravakam / ahir bhairav
Om Namah Om Namah Om Madanaantaka Hey Namah Om ,shiva,advanced,medium fast,sanskrit / hindi,srothaswini
Om Namah Shivay Om Namah Shivay (3),shiva,intermediate,medium slow,sanskrit / hindi,mishra gowri manohari / patdeep
Om Namah Shivaya Namah Om,shiva,,,sanskrit / hindi,revathi / bhairagi bhairav
Om Namah Shivaya Namo Narayana (4),"narayana, shiva",intermediate,medium fast,sanskrit / hindi,bageshri
Om Namah Shivaya Om Namah Shivaya,shiva,intermediate,medium fast,sanskrit / hindi,revathi / bhairagi bhairav
Om Namah Shivaya Om Namo Narayanaya (4),"narayana, shiva",,,sanskrit / hindi,yaman kalyan
Om Namah Shivaya Shiva Shambho,shiva,,,sanskrit / hindi,"keeravani, shubha pantuvarali / miyan ki todi"
Om Namah Shivaya Shivaya Namah Om (2),shiva,,,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Om Namah Shivaya Shivaya Namah Om Om Namah Shivaya Shivaya Namah Om,shiva,intermediate,fast,sanskrit / hindi,vakulabharanam / basant mukhari
"Om Namah Shivaya, Shivaya Namah Om (6x)","krishna, rama, sai, shiva",simple,medium,english,minor (shuddha dhanyasi)
Om Namo Bhagawathey Vasudevaya,"narayana, shiva",simple,fast,sanskrit / hindi,natabhairavi
Om Shiva Om Shiva Parathpara Shiva,shiva,,,sanskrit / hindi,
Om Shiva Shambho Jaya Shiva Shambho,shiva,advanced,medium,sanskrit / hindi,mayamalavagowla / bhairav
Om Shiva Shiva Hara Hara Shankara,shiva,,,sanskrit / hindi,
Om Shivaya Om Shivaya,shiva,simple,fast,sanskrit / hindi,mohanam / bhoop
Om Shivaya Om Shivaya Om Shivaya,shiva,advanced,medium,sanskrit / hindi,hindolam / malkauns
Paahi Mahesha Hey Jagadeesha,shiva,intermediate,medium,sanskrit / hindi,shivaranjani
Paahi Paahi Hey Mahesha,shiva,,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Paahi Paahi Kailasa Nivasi,shiva,advanced,medium,sanskrit / hindi,hamsanandi / sohini
Paahi Paahi Parameshwara,shiva,intermediate,medium,sanskrit / hindi,hindolam / malkauns
Partheeshwara Parameshwara,"shiva, sai",advanced,medium slow,sanskrit / hindi,sindhu bhairavi / bhairavi
Pashupathi Natha Nageshwara,shiva,,,sanskrit / hindi,~ shankarabharanam / bilawal
Raksha Raksha Jagadeeshwara,shiva,simple,fast,sanskrit / hindi,mayamalavagowla / bhairav
Rama Bhajo Raghu Rama Bhajo,"rama, krishna, shiva",,,sanskrit / hindi,
Rudra Swaroopa Omkara Natha,shiva,,,sanskrit / hindi,
Sada Bhajorey Hari Naama Bhajo,"rama, krishna, shiva",,,sanskrit / hindi,shanmukhapriya
